Date,,0,Region
Dec 2012,Single_family,259100,Newfoundland
Dec 2012,One_storey,239000,Newfoundland
Dec 2012,Two_storey,288400,Newfoundland
Dec 2012,Townhouse,268200,Newfoundland
Dec 2012,Apartment,228800,Newfoundland
Jan 2013,Composite,261100,Newfoundland
Jan 2013,Single_family,261800,Newfoundland
Jan 2013,One_storey,239100,Newfoundland
Jan 2013,Two_storey,295400,Newfoundland
Jan 2013,Townhouse,255200,Newfoundland
Jan 2013,Apartment,237700,Newfoundland
Feb 2013,Composite,263000,Newfoundland
Feb 2013,Single_family,263600,Newfoundland
Feb 2013,One_storey,241100,Newfoundland
Feb 2013,Two_storey,296900,Newfoundland
Feb 2013,Townhouse,275600,Newfoundland
Feb 2013,Apartment,238900,Newfoundland
Mar 2013,Composite,262900,Newfoundland
Mar 2013,Single_family,263200,Newfoundland
Mar 2013,One_storey,242900,Newfoundland
Mar 2013,Two_storey,293600,Newfoundland
Mar 2013,Townhouse,269300,Newfoundland
Mar 2013,Apartment,245400,Newfoundland
Apr 2013,Composite,263700,Newfoundland
Apr 2013,Single_family,264400,Newfoundland
Apr 2013,One_storey,244200,Newfoundland
Apr 2013,Two_storey,294800,Newfoundland
Apr 2013,Townhouse,262800,Newfoundland
Apr 2013,Apartment,245900,Newfoundland
May 2013,Composite,264900,Newfoundland
May 2013,Single_family,265400,Newfoundland
May 2013,One_storey,242600,Newfoundland
May 2013,Two_storey,299600,Newfoundland
May 2013,Townhouse,271300,Newfoundland
May 2013,Apartment,241200,Newfoundland
Jun 2013,Composite,265000,Newfoundland
Jun 2013,Single_family,265700,Newfoundland
Jun 2013,One_storey,243000,Newfoundland
Jun 2013,Two_storey,301200,Newfoundland
Jun 2013,Townhouse,278600,Newfoundland
Jun 2013,Apartment,235500,Newfoundland
Jul 2013,Composite,265500,Newfoundland
Jul 2013,Single_family,266100,Newfoundland
Jul 2013,One_storey,244600,Newfoundland
Jul 2013,Two_storey,299500,Newfoundland
Jul 2013,Townhouse,293500,Newfoundland
Jul 2013,Apartment,232400,Newfoundland
Aug 2013,Composite,264500,Newfoundland
Aug 2013,Single_family,265100,Newfoundland
Aug 2013,One_storey,245400,Newfoundland
Aug 2013,Two_storey,295600,Newfoundland
Aug 2013,Townhouse,284100,Newfoundland
Aug 2013,Apartment,234500,Newfoundland
Sep 2013,Composite,264400,Newfoundland
Sep 2013,Single_family,265000,Newfoundland
Sep 2013,One_storey,245300,Newfoundland
Sep 2013,Two_storey,295900,Newfoundland
Sep 2013,Townhouse,285200,Newfoundland
Sep 2013,Apartment,237000,Newfoundland
Oct 2013,Composite,263000,Newfoundland
Oct 2013,Single_family,263600,Newfoundland
Oct 2013,One_storey,244300,Newfoundland
